,mobile_names,asin,body,star
2295,samsung galaxy m01 core black 2gb ram 32gb storage cost emiadditional exchange offers,B089MQ622N, 1 screen quality good2 navigation satisfactory didnt see delay3 could storage varient 128gb atleast4 ram 2 gb lag process given installing basic apps consume much ram5 camera quality feels like phone doesnt camera using camera use anymore even whatsapp video call6 battery backup standby good stands 2 days7 battery charging take 3 hrs makes us keep away using mobile phone like social media distancing6 heating issue occurs making video calls 30 minutes,2
2296,samsung galaxy m01 core black 2gb ram 32gb storage cost emiadditional exchange offers,B089MQ622N, phone become hot charging net connection photo cannot used contract picture,4
2297,samsung galaxy m01 core black 2gb ram 32gb storage cost emiadditional exchange offers,B089MQ622N, positives samsung1 thank much launched perfect fit fingers 54 screen2 basic users enough performance3 wifi calling feature4 amazing space given 32gb5 budject spend poverty middle class costmersrequest give software update1 add photo feature individual contact list2 screen automatically able give time limit option available settings3 charging indicator battery calls aertthank amazon team time line delivering products,4
2298,samsung galaxy m01 core black 2gb ram 32gb storage cost emiadditional exchange offers,B089MQ622N, unsatisfied seller amazon received defective product switch made replacement request delivery agent insisted checking imei number phone reported issue amazon every time agent arrived would face issue one loyal customers amazon expect behaviour hope time gets replaced,1
2299,samsung galaxy m01 core black 2gb ram 32gb storage cost emiadditional exchange offers,B089MQ622N, hopeless product samsung purchased one time back mobile stopped working 5 days amazon got replaced placed one order days second mobile phone stopped working 20 days replacement window two mobiles mode samsung stopped working good sign would recommend spend little buy mobile,1
2300,samsung galaxy m21 midnight blue 4gb ram 64gb storage,B07HGJJ559, title obviously monsterand good performance,5
2301,samsung galaxy m21 midnight blue 4gb ram 64gb storage,B07HGJJ559, writing review using 6 daysi bought sumsung phone 7 years hoping could good phone samsung disappointed lotthey claim 6000mah battery drain like 3000mah take almost 230hrs charge 10 90 fast charging fast charging market gimic clail monester like features iebattery 6000mah 15w fast charge ete reality far far away claimsothers features per price range thinking battery packed phone fast chargethen would sugget plz search others phone range,3
2302,samsung galaxy m21 midnight blue 4gb ram 64gb storage,B07HGJJ559, brilliant camera huge battery life brilliant display addition premium feeling samsung shame phones launch delayed due lockdownhighly recommended phone ,5
2303,samsung galaxy m21 midnight blue 4gb ram 64gb storage,B07HGJJ559, poor performance hangs aloft even dont use gaming app browsing phone lacks inspite 6 gb ram product serves zero rating please dont buy wastage money refund policy device,1
2304,samsung galaxy m21 midnight blue 4gb ram 64gb storage,B07HGJJ559, value moneyi gamer cant say gaming performance buying normal usage phone great 6gb ram128 gb internal storage amoled display satisfiedi using samsung phones start samsungs amoled screen attracted feel gives simply amazingbut battery dont seem 6000 mahas far non gamer concerned phone best price range,5
2305,samsung galaxy m21 midnight blue 4gb ram 64gb storage,B07HGJJ559, nice mobile good,5
2306,samsung galaxy m21 midnight blue 4gb ram 64gb storage,B07HGJJ559, even realme performs betterfew issues concerned use were1 recording slow motion videosthere always flicker screen2 fingerprint sensor needs attempts work3 camera better realme good redmi4 battery survives one half daywhich bad till using whatsapp calli wonder happen use gaming5 heats chargenot expected world class company phone6 mobile data connection vanishes many times dayi thought airtel network sim works old volte phonewithout issuesuggestions people bought phonesince company provides screen guard please add screen guard soon possiblebecause phone got little scratches kept bike keys phone pocketi repenting applying screen guard phone earlysuggestions people bought phoneif low budget select model otherwise go model samsung brandby adding bucksi attaching two videos one normal modesecond slow modeboth videos made m21you see flikr effect second video easily,2
2307,samsung galaxy m21 midnight blue 4gb ram 64gb storage,B07HGJJ559, heating problem simple browising phone gets heated upper side asking replacement amazon customer care fooling us pathetic condition,1
2308,samsung galaxy m21 midnight blue 4gb ram 64gb storage,B07HGJJ559, phonem21 raven black working properly since purchase first installation frequently mode even restarts 30 minutes moreover 45 times takes 2 hours startingi also register complaint amazon regarding dont need disgusting phone wastes 3 days request amazon kindly refund money dont need replacement,1
2309,samsung galaxy m21 midnight blue 4gb ram 64gb storage,B07HGJJ559, one word amazing,5
2310,samsung galaxy m21 midnight blue 4gb ram 64gb storage,B07HGJJ559, title obviously monsterand good performance,5
2311,samsung galaxy m21 midnight blue 4gb ram 64gb storage,B07HGJJ559, writing review using 6 daysi bought sumsung phone 7 years hoping could good phone samsung disappointed lotthey claim 6000mah battery drain like 3000mah take almost 230hrs charge 10 90 fast charging fast charging market gimic clail monester like features iebattery 6000mah 15w fast charge ete reality far far away claimsothers features per price range thinking battery packed phone fast chargethen would sugget plz search others phone range,3
